referee,date,venue_name,venue_city,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
Juan Esquivel,2021-09-11,Estadio Cuauhtémoc,Puebla,Apertura - 8,Puebla,Atletico San Luis,False,False,2,2,0,1,2,2,0,0,0,0
Luis Santander,2021-09-11,Estadio Caliente,Tijuana,Apertura - 8,Club Tijuana,Santos Laguna,True,False,2,1,1,0,2,1,0,0,0,0
Marco Ortíz,2021-09-11,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 8,FC Juarez,Cruz Azul,True,False,2,1,2,1,2,1,0,0,0,0
Jorge Perez,2021-09-12,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 8,Tigres UANL,Leon,False,False,2,2,1,2,2,2,0,0,0,0
Diego Montaño,2021-09-12,Estadio Azteca,Ciudad de Mexico,Apertura - 8,Club America,Mazatlán,True,False,2,0,1,0,2,0,0,0,0,0
Oscar Macías,2021-09-11,Estadio Jalisco,Guadalajara,Apertura - 8,Atlas,Monterrey,True,False,2,1,0,1,2,1,0,0,0,0
Fernando Hernandez,2021-09-13,Estadio La Corregidora,Queretaro,Apertura - 8,Club Queretaro,Necaxa,True,False,3,0,2,0,3,0,0,0,0,0
Fernando Guerrero,2021-09-12,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 8,U.N.A.M. - Pumas,Guadalajara Chivas,False,False,0,0,0,0,0,0,0,0,0,0
Oscar Mejia,2021-09-14,Estadio Hidalgo,Pachuca,Apertura - 8,Pachuca,Toluca,False,True,1,2,1,1,1,2,0,0,0,0
Oscar Mejia,2021-09-17,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 9,Atletico San Luis,Club Tijuana,True,False,4,1,3,1,4,1,0,0,0,0
Fernando Guerrero,2021-09-18,Estadio Victoria,Aguascalientes,Apertura - 9,Necaxa,Atlas,False,True,0,3,0,2,0,3,0,0,0,0
Erick Miranda,2021-09-19,Estadio de Mazatlán,Mazatlán,Apertura - 9,Mazatlán,U.N.A.M. - Pumas,False,False,2,2,1,0,2,2,0,0,0,0
Jorge Rojas,2021-09-19,Estadio Nemesio Díez,Toluca,Apertura - 9,Toluca,Club America,True,False,3,1,2,1,3,1,0,0,0,0
Diego Montaño,2021-09-19,Estadio AKRON,Zapopan,Apertura - 9,Guadalajara Chivas,Pachuca,True,False,1,0,0,0,1,0,0,0,0,0
Adonai Escobedo,2021-09-18,Estadio Nou Camp,Leon,Apertura - 9,Leon,FC Juarez,False,True,0,1,0,0,0,1,0,0,0,0
Fernando Hernandez,2021-09-20,Estadio BBVA,Monterrey,Apertura - 9,Monterrey,Tigres UANL,True,False,2,0,1,0,2,0,0,0,0,0
Edgar Morales,2021-09-20,Estadio Azteca,Ciudad de Mexico,Apertura - 9,Cruz Azul,Club Queretaro,True,False,2,0,1,0,2,0,0,0,0,0
Cesar Ramos,2021-09-20,Estadio TSM Corona,Torreón,Apertura - 9,Santos Laguna,Puebla,False,False,1,1,0,0,1,1,0,0,0,0
Jorge Perez,2021-09-24,Estadio Hidalgo,Pachuca,Apertura - 10,Pachuca,Necaxa,True,False,1,0,1,0,1,0,0,0,0,0
Oscar Mejia,2021-09-25,Estadio Cuauhtémoc,Puebla,Apertura - 10,Puebla,Cruz Azul,False,False,1,1,1,1,1,1,0,0,0,0
Marco Ortíz,2021-10-09,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 10,FC Juarez,Club Queretaro,False,False,0,0,0,0,0,0,0,0,0,0
Adonai Escobedo,2021-09-25,Estadio Caliente,Tijuana,Apertura - 10,Club Tijuana,Mazatlán,False,False,0,0,0,0,0,0,0,0,0,0
Oscar Macías,2021-09-26,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 10,Tigres UANL,U.N.A.M. - Pumas,False,False,0,0,0,0,0,0,0,0,0,0
Cesar Ramos,2021-09-26,Estadio Azteca,Ciudad de Mexico,Apertura - 10,Club America,Guadalajara Chivas,False,False,0,0,0,0,0,0,0,0,0,0
Luis Santander,2021-09-26,Estadio Nemesio Díez,Toluca,Apertura - 10,Toluca,Atletico San Luis,False,True,1,2,1,2,1,2,0,0,0,0
Jorge Rojas,2021-09-25,Estadio Jalisco,Guadalajara,Apertura - 10,Atlas,Leon,True,False,2,0,1,0,2,0,0,0,0,0
Alberto Morin,2021-09-27,Estadio TSM Corona,Torreón,Apertura - 10,Santos Laguna,Monterrey,False,True,1,2,0,0,1,2,0,0,0,0
Erick Miranda,2021-09-23,Estadio BBVA,Monterrey,Apertura - 11,Monterrey,Toluca,True,False,2,0,1,0,2,0,0,0,0,0
Fernando Hernandez,2021-09-29,Estadio Jalisco,Guadalajara,Apertura - 11,Atlas,Puebla,False,True,0,1,0,1,0,1,0,0,0,0
Fernando Guerrero,2021-09-29,Estadio Hidalgo,Pachuca,Apertura - 11,Pachuca,Club America,False,False,1,1,1,1,1,1,0,0,0,0
Jorge Perez,2021-09-29,Estadio de Mazatlán,Mazatlán,Apertura - 11,Mazatlán,FC Juarez,True,False,3,1,2,0,3,1,0,0,0,0
Guillermo Pacheco,2021-09-28,Estadio Victoria,Aguascalientes,Apertura - 11,Necaxa,Club Tijuana,True,False,3,0,0,0,3,0,0,0,0,0
Luis Santander,2021-09-30,Estadio La Corregidora,Queretaro,Apertura - 11,Club Queretaro,Guadalajara Chivas,True,False,1,0,0,0,1,0,0,0,0,0
Jorge Rojas,2021-09-29,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 11,Atletico San Luis,Tigres UANL,False,True,0,3,0,1,0,3,0,0,0,0
Fernando Guerrero,2021-11-04,Estadio Azteca,Ciudad de Mexico,Apertura - 11,Cruz Azul,Leon,False,True,0,1,0,1,0,1,0,0,0,0
Adonai Escobedo,2021-11-05,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 11,U.N.A.M. - Pumas,Santos Laguna,False,True,0,3,0,1,0,3,0,0,0,0
Daniel Quintero,2021-10-02,Estadio Cuauhtémoc,Puebla,Apertura - 12,Puebla,Pachuca,False,True,1,2,1,1,1,2,0,0,0,0
Fernando Hernandez,2021-10-02,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 12,FC Juarez,Monterrey,True,False,3,1,2,1,3,1,0,0,0,0
Fernando Guerrero,2021-10-03,Estadio AKRON,Zapopan,Apertura - 12,Guadalajara Chivas,Atlas,False,True,0,1,0,1,0,1,0,0,0,0
Jorge Perez,2021-10-03,Estadio Azteca,Ciudad de Mexico,Apertura - 12,Club America,U.N.A.M. - Pumas,True,False,2,0,1,0,2,0,0,0,0,0
Oscar Mejia,2021-10-03,Estadio Nemesio Díez,Toluca,Apertura - 12,Toluca,Club Queretaro,False,False,1,1,0,0,1,1,0,0,0,0
Victor Caceres,2021-10-02,Estadio Nou Camp,Leon,Apertura - 12,Leon,Atletico San Luis,False,False,0,0,0,0,0,0,0,0,0,0
Erick Miranda,2021-10-03,Estadio TSM Corona,Torreón,Apertura - 12,Santos Laguna,Mazatlán,True,False,1,0,1,0,1,0,0,0,0,0
Luis Santander,2021-10-04,Estadio Caliente,Tijuana,Apertura - 12,Club Tijuana,Cruz Azul,False,True,0,1,0,1,0,1,0,0,0,0
Marco Ortíz,2021-10-04,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 12,Tigres UANL,Necaxa,False,False,0,0,0,0,0,0,0,0,0,0
Eduardo Galvan,2021-10-15,Estadio La Corregidora,Queretaro,Apertura - 13,Club Queretaro,Club Tijuana,False,False,1,1,0,1,1,1,0,0,0,0
Fernando Guerrero,2021-10-16,Estadio Victoria,Aguascalientes,Apertura - 13,Necaxa,Puebla,False,True,0,1,0,0,0,1,0,0,0,0
Mario Vargas,2021-10-16,Estadio de Mazatlán,Mazatlán,Apertura - 13,Mazatlán,Atlas,True,False,1,0,1,0,1,0,0,0,0,0
Oscar Mejia,2021-10-17,Estadio Hidalgo,Pachuca,Apertura - 13,Pachuca,Santos Laguna,False,False,1,1,0,0,1,1,0,0,0,0
Diego Montaño,2021-10-17,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 13,Atletico San Luis,Club America,False,True,0,1,0,0,0,1,0,0,0,0
Jorge Perez,2021-10-17,Estadio Azteca,Ciudad de Mexico,Apertura - 13,Cruz Azul,Tigres UANL,False,False,1,1,1,1,1,1,0,0,0,0
Adonai Escobedo,2021-10-17,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 13,U.N.A.M. - Pumas,FC Juarez,True,False,1,0,0,0,1,0,0,0,0,0
Cesar Ramos,2021-10-16,Estadio BBVA,Monterrey,Apertura - 13,Monterrey,Leon,False,True,0,1,0,1,0,1,0,0,0,0
Fernando Hernandez,2021-10-17,Estadio AKRON,Zapopan,Apertura - 13,Guadalajara Chivas,Toluca,True,False,2,0,1,0,2,0,0,0,0,0
Eduardo Galvan,2021-09-22,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 14,FC Juarez,Atletico San Luis,True,False,1,0,1,0,1,0,0,0,0,0
Jorge Perez,2021-10-20,Estadio Cuauhtémoc,Puebla,Apertura - 14,Puebla,Mazatlán,True,False,2,0,0,0,2,0,0,0,0,0
Marco Ortíz,2021-10-20,Estadio Azteca,Ciudad de Mexico,Apertura - 14,Club America,Santos Laguna,True,False,2,1,0,0,2,1,0,0,0,0
Jorge Rojas,2021-10-20,Estadio Jalisco,Guadalajara,Apertura - 14,Atlas,Cruz Azul,False,False,0,0,0,0,0,0,0,0,0,0
Fernando Guerrero,2021-10-19,Estadio La Corregidora,Queretaro,Apertura - 14,Club Queretaro,Monterrey,True,False,1,0,1,0,1,0,0,0,0,0
Cesar Ramos,2021-10-21,Estadio Nemesio Díez,Toluca,Apertura - 14,Toluca,Necaxa,False,False,1,1,0,0,1,1,0,0,0,0
Erick Miranda,2021-10-21,Estadio Nou Camp,Leon,Apertura - 14,Leon,U.N.A.M. - Pumas,False,True,1,2,0,1,1,2,0,0,0,0
Luis Santander,2021-10-21,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 14,Tigres UANL,Pachuca,True,False,3,0,2,0,3,0,0,0,0,0
Juan Esquivel,2021-10-21,Estadio Caliente,Tijuana,Apertura - 14,Club Tijuana,Guadalajara Chivas,False,False,0,0,0,0,0,0,0,0,0,0
Oscar Macías,2021-10-23,Estadio de Mazatlán,Mazatlán,Apertura - 15,Mazatlán,Club Queretaro,True,False,2,1,0,1,2,1,0,0,0,0
Fernando Guerrero,2021-10-24,Estadio Azteca,Ciudad de Mexico,Apertura - 15,Club America,Tigres UANL,True,False,1,0,0,0,1,0,0,0,0,0
Marco Ortíz,2021-10-24,Estadio AKRON,Zapopan,Apertura - 15,Guadalajara Chivas,Cruz Azul,False,False,1,1,0,1,1,1,0,0,0,0
Fernando Hernandez,2021-10-24,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 15,U.N.A.M. - Pumas,Club Tijuana,True,False,3,1,1,0,3,1,0,0,0,0
Eduardo Galvan,2021-10-23,Estadio Cuauhtémoc,Puebla,Apertura - 15,Puebla,Leon,False,True,0,1,0,0,0,1,0,0,0,0
Luis Santander,2021-10-24,Estadio BBVA,Monterrey,Apertura - 15,Monterrey,Necaxa,False,True,0,1,0,0,0,1,0,0,0,0
Jorge Rojas,2021-10-25,Estadio TSM Corona,Torreón,Apertura - 15,Santos Laguna,Toluca,False,False,2,2,1,0,2,2,0,0,0,0
Cesar Ramos,2021-10-25,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 15,Atletico San Luis,Atlas,False,True,2,6,0,4,2,6,0,0,0,0
Diego Montaño,2021-10-25,Estadio Hidalgo,Pachuca,Apertura - 15,Pachuca,FC Juarez,False,False,1,1,0,1,1,1,0,0,0,0
Oscar Macías,2021-10-29,Estadio Jalisco,Guadalajara,Apertura - 16,Atlas,Club Tijuana,False,True,0,2,0,1,0,2,0,0,0,0
Oscar Mejia,2021-10-30,Estadio Victoria,Aguascalientes,Apertura - 16,Necaxa,Mazatlán,True,False,2,1,1,0,2,1,0,0,0,0
Erick Miranda,2021-10-30,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 16,FC Juarez,Puebla,False,True,0,2,0,0,0,2,0,0,0,0
Jorge Perez,2021-10-30,Estadio La Corregidora,Queretaro,Apertura - 16,Club Queretaro,Santos Laguna,False,True,2,3,0,2,2,3,0,0,0,0
Fernando Guerrero,2021-10-31,Estadio Hidalgo,Pachuca,Apertura - 16,Pachuca,U.N.A.M. - Pumas,False,False,1,1,0,1,1,1,0,0,0,0
Diego Montaño,2021-10-31,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 16,Tigres UANL,Guadalajara Chivas,True,False,2,1,1,0,2,1,0,0,0,0
Marco Ortíz,2021-10-31,Estadio Nemesio Díez,Toluca,Apertura - 16,Toluca,Leon,False,False,0,0,0,0,0,0,0,0,0,0
Luis Santander,2021-10-31,Estadio Azteca,Ciudad de Mexico,Apertura - 16,Cruz Azul,Club America,True,False,2,1,1,0,2,1,0,0,0,0
Adonai Escobedo,2021-11-01,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 16,Atletico San Luis,Monterrey,False,False,1,1,0,1,1,1,0,0,0,0
Guillermo Pacheco,2021-11-05,Estadio Jalisco,Guadalajara,Apertura - 17,Atlas,Club Queretaro,True,False,2,0,0,0,2,0,0,0,0,0
Jorge Perez,2021-11-06,Estadio Cuauhtémoc,Puebla,Apertura - 17,Puebla,Toluca,True,False,1,0,0,0,1,0,0,0,0,0
Jorge Rojas,2021-11-06,Estadio de Mazatlán,Mazatlán,Apertura - 17,Mazatlán,Guadalajara Chivas,False,True,0,1,0,0,0,1,0,0,0,0
Luis Santander,2021-11-06,Estadio Nou Camp,Leon,Apertura - 17,Leon,Necaxa,True,False,3,0,1,0,3,0,0,0,0,0
Diego Montaño,2021-11-07,Estadio Azteca,Ciudad de Mexico,Apertura - 17,Club America,Monterrey,False,False,0,0,0,0,0,0,0,0,0,0
Oscar Macías,2021-11-07,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 17,Tigres UANL,FC Juarez,True,False,3,0,1,0,3,0,0,0,0,0
Eduardo Galvan,2021-11-07,Estadio Caliente,Tijuana,Apertura - 17,Club Tijuana,Pachuca,True,False,3,2,1,1,3,2,0,0,0,0
Marco Ortíz,2021-11-07,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 17,U.N.A.M. - Pumas,Cruz Azul,True,False,4,3,1,3,4,3,0,0,0,0
Fernando Guerrero,2021-11-08,Estadio TSM Corona,Torreón,Apertura - 17,Santos Laguna,Atletico San Luis,False,False,0,0,0,0,0,0,0,0,0,0
Cesar Ramos,2021-11-21,Estadio TSM Corona,Torreón,Apertura - Reclasificación,Santos Laguna,Atletico San Luis,True,False,2,0,0,0,2,0,0,0,0,0
Fernando Hernandez,2021-11-21,Estadio Nemesio Díez,Toluca,Apertura - Reclasificación,Toluca,U.N.A.M. - Pumas,False,True,1,2,0,1,1,2,0,0,0,0
Marco Ortíz,2021-11-21,Estadio Cuauhtémoc,Puebla,Apertura - Reclasificación,Puebla,Guadalajara Chivas,True,False,2,2,1,1,2,2,0,0,6,5
Fernando Guerrero,2021-11-22,Estadio Azteca,Ciudad de Mexico,Apertura - Reclasificación,Cruz Azul,Monterrey,False,True,1,4,1,2,1,4,0,0,0,0
Jorge Perez,2021-11-25,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - Quarter-finals,U.N.A.M. - Pumas,Club America,False,False,0,0,0,0,0,0,0,0,0,0
Marco Ortíz,2021-11-28,Estadio Azteca,Ciudad de Mexico,Apertura - Quarter-finals,Club America,U.N.A.M. - Pumas,False,True,1,3,1,2,1,3,0,0,0,0
Jorge Rojas,2021-11-25,Estadio BBVA,Monterrey,Apertura - Quarter-finals,Monterrey,Atlas,False,False,0,0,0,0,0,0,0,0,0,0
Cesar Ramos,2021-11-28,Estadio Jalisco,Guadalajara,Apertura - Quarter-finals,Atlas,Monterrey,False,False,1,1,1,0,1,1,0,0,0,0
Erick Miranda,2021-11-26,Estadio Cuauhtémoc,Puebla,Apertura - Quarter-finals,Puebla,Leon,True,False,2,1,1,1,2,1,0,0,0,0
Jorge Perez,2021-11-29,Estadio Nou Camp,Leon,Apertura - Quarter-finals,Leon,Puebla,True,False,2,0,1,0,2,0,0,0,0,0
Oscar Macías,2021-11-26,Estadio TSM Corona,Torreón,Apertura - Quarter-finals,Santos Laguna,Tigres UANL,True,False,2,1,2,0,2,1,0,0,0,0
Luis Santander,2021-11-29,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - Quarter-finals,Tigres UANL,Santos Laguna,True,False,1,0,0,0,1,0,0,0,0,0
Marco Ortíz,2021-12-02,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - Semi-finals,Tigres UANL,Leon,True,False,2,1,0,0,2,1,0,0,0,0
Marco Ortíz,2021-12-05,Estadio Nou Camp,Leon,Apertura - Semi-finals,Leon,Tigres UANL,True,False,2,1,1,1,2,1,0,0,0,0
Jorge Rojas,2021-12-03,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - Semi-finals,U.N.A.M. - Pumas,Atlas,False,True,0,1,0,1,0,1,0,0,0,0
Jorge Perez,2021-12-06,Estadio Jalisco,Guadalajara,Apertura - Semi-finals,Atlas,U.N.A.M. - Pumas,False,True,0,1,0,0,0,1,0,0,0,0
Luis Santander,2021-12-10,Estadio Nou Camp,Leon,Apertura - Finals,Leon,Atlas,True,False,3,2,1,1,3,2,0,0,0,0
Marco Ortíz,2021-12-13,Estadio Jalisco,Guadalajara,Apertura - Finals,Atlas,Leon,True,False,1,0,0,0,1,0,0,0,4,3
Oscar Macías,2022-01-07,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 1,Atletico San Luis,Pachuca,False,True,0,2,0,0,0,2,0,0,0,0
Luis Santander,2022-01-08,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 1,FC Juarez,Necaxa,True,False,2,1,1,0,2,1,0,0,0,0
Oscar Mejia,2022-01-08,Estadio Cuauhtémoc,Puebla,Clausura - 1,Puebla,Club America,False,False,1,1,1,1,1,1,0,0,0,0
Edgar Morales,2022-01-09,Estadio BBVA,Monterrey,Clausura - 1,Monterrey,Club Queretaro,False,False,0,0,0,0,0,0,0,0,0,0
Adonai Escobedo,2022-01-13,Estadio TSM Corona,Torreón,Clausura - 1,Santos Laguna,Tigres UANL,False,False,1,1,0,0,1,1,0,0,0,0
Daniel Quintero,2022-01-09,Estadio Azteca,Ciudad de Mexico,Clausura - 1,Cruz Azul,Club Tijuana,True,False,2,0,1,0,2,0,0,0,0,0
Diego Montaño,2022-01-11,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 1,U.N.A.M. - Pumas,Toluca,True,False,5,0,1,0,5,0,0,0,0,0
Cesar Ramos,2022-01-10,Estadio AKRON,Zapopan,Clausura - 1,Guadalajara Chivas,Mazatlán,True,False,3,0,3,0,3,0,0,0,0,0
Fernando Hernandez,2022-01-20,Estadio Nou Camp,Leon,Clausura - 1,Leon,Atlas,False,False,1,1,1,0,1,1,0,0,0,0
Erick Miranda,2022-01-15,Estadio La Corregidora,Queretaro,Clausura - 2,Club Queretaro,U.N.A.M. - Pumas,False,True,1,3,1,2,1,3,0,0,0,0
Fernando Hernandez,2022-01-15,Estadio Victoria,Aguascalientes,Clausura - 2,Necaxa,Monterrey,False,True,0,4,0,3,0,4,0,0,0,0
Brian Gonzalez,2022-01-15,Estadio Jalisco,Guadalajara,Clausura - 2,Atlas,Atletico San Luis,True,False,1,0,0,0,1,0,0,0,0,0
Luis Santander,2022-01-16,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 2,Tigres UANL,Puebla,False,True,0,2,0,2,0,2,0,0,0,0
Guillermo Pacheco,2022-01-16,Estadio Azteca,Ciudad de Mexico,Clausura - 2,Cruz Azul,FC Juarez,True,False,1,0,1,0,1,0,0,0,0,0
Oscar Mejia,2022-01-16,Estadio Caliente,Tijuana,Clausura - 2,Club Tijuana,Leon,False,False,1,1,0,1,1,1,0,0,0,0
Cesar Ramos,2022-01-16,Estadio Nemesio Díez,Toluca,Clausura - 2,Toluca,Santos Laguna,True,False,3,1,1,1,3,1,0,0,0,0
Adonai Escobedo,2022-01-16,Estadio Hidalgo,Pachuca,Clausura - 2,Pachuca,Guadalajara Chivas,True,False,2,1,2,0,2,1,0,0,0,0
Jorge Perez,2022-02-17,Estadio de Mazatlán,Mazatlán,Clausura - 2,Mazatlán,Club America,True,False,2,1,2,0,2,1,0,0,0,0
Erick Miranda,2022-01-21,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 3,Atletico San Luis,FC Juarez,False,True,0,1,0,0,0,1,0,0,0,0
Oscar Macías,2022-01-22,Estadio de Mazatlán,Mazatlán,Clausura - 3,Mazatlán,Toluca,False,True,1,2,1,0,1,2,0,0,0,0
Guillermo Pacheco,2022-01-29,Estadio Cuauhtémoc,Puebla,Clausura - 3,Puebla,Club Tijuana,True,False,3,1,0,1,3,1,0,0,0,0
Diego Montaño,2022-01-22,Estadio AKRON,Zapopan,Clausura - 3,Guadalajara Chivas,Club Queretaro,False,False,1,1,1,1,1,1,0,0,0,0
Daniel Quintero,2022-01-23,Estadio Nou Camp,Leon,Clausura - 3,Leon,Pachuca,True,False,2,1,1,1,2,1,0,0,0,0
Marco Ortíz,2022-01-23,Estadio Azteca,Ciudad de Mexico,Clausura - 3,Club America,Atlas,False,True,0,2,0,0,0,2,0,0,0,0
Cesar Ramos,2022-01-23,Estadio BBVA,Monterrey,Clausura - 3,Monterrey,Cruz Azul,False,False,2,2,0,1,2,2,0,0,0,0
Oscar Mejia,2022-01-23,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 3,U.N.A.M. - Pumas,Tigres UANL,False,True,1,2,1,0,1,2,0,0,0,0
Victor Caceres,2022-01-24,Estadio TSM Corona,Torreón,Clausura - 3,Santos Laguna,Necaxa,False,True,1,4,1,1,1,4,0,0,0,0
Marco Ortíz,2022-02-05,Estadio Victoria,Aguascalientes,Clausura - 4,Necaxa,Pachuca,False,True,1,3,0,2,1,3,0,0,0,0
Adonai Escobedo,2022-02-06,Estadio Azteca,Ciudad de Mexico,Clausura - 4,Club America,Atletico San Luis,False,True,2,3,0,1,2,3,0,0,0,0
Brian Gonzalez,2022-02-10,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 4,FC Juarez,Guadalajara Chivas,False,True,1,3,1,1,1,3,0,0,0,0
Diego Montaño,2022-02-06,Estadio Caliente,Tijuana,Clausura - 4,Club Tijuana,U.N.A.M. - Pumas,True,False,1,0,0,0,1,0,0,0,0,0
Ismael Lopez,2022-02-06,Estadio La Corregidora,Queretaro,Clausura - 4,Club Queretaro,Puebla,False,True,0,2,0,2,0,2,0,0,0,0
Jorge Perez,2022-02-07,Estadio Jalisco,Guadalajara,Clausura - 4,Atlas,Santos Laguna,True,False,2,1,2,0,2,1,0,0,0,0
Fernando Hernandez,2022-02-07,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 4,Tigres UANL,Mazatlán,True,False,4,3,2,0,4,3,0,0,0,0
Victor Caceres,2022-02-08,Estadio Nou Camp,Leon,Clausura - 4,Leon,Cruz Azul,False,True,0,1,0,1,0,1,0,0,0,0
Eduardo Galvan,2022-04-07,Estadio Nemesio Díez,Toluca,Clausura - 4,Toluca,Monterrey,False,False,2,2,1,2,2,2,0,0,0,0
Fernando Guerrero,2022-02-12,Estadio de Mazatlán,Mazatlán,Clausura - 5,Mazatlán,Club Tijuana,True,False,2,0,1,0,2,0,0,0,0,0
Victor Caceres,2022-02-12,Estadio Cuauhtémoc,Puebla,Clausura - 5,Puebla,Atlas,False,False,1,1,0,0,1,1,0,0,0,0
Daniel Quintero,2022-02-12,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 5,Atletico San Luis,Toluca,False,True,0,1,0,1,0,1,0,0,0,0
Erick Miranda,2022-02-13,Estadio Azteca,Ciudad de Mexico,Clausura - 5,Cruz Azul,Necaxa,False,True,1,2,1,0,1,2,0,0,0,0
Luis Santander,2022-02-13,Estadio TSM Corona,Torreón,Clausura - 5,Santos Laguna,Club America,False,True,2,3,2,2,2,3,0,0,0,0
Guillermo Pacheco,2022-02-13,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 5,U.N.A.M. - Pumas,Leon,True,False,2,1,2,1,2,1,0,0,0,0
Jorge Camacho,2022-02-15,Estadio Hidalgo,Pachuca,Clausura - 5,Pachuca,Club Queretaro,False,False,2,2,2,1,2,2,0,0,0,0
Jorge Perez,2022-02-12,Estadio AKRON,Zapopan,Clausura - 5,Guadalajara Chivas,Tigres UANL,False,True,1,3,0,2,1,3,0,0,0,0
Victor Caceres,2022-03-16,Estadio BBVA,Monterrey,Clausura - 5,Monterrey,FC Juarez,True,False,3,0,0,0,3,0,0,0,0,0
Oscar Mejia,2022-02-19,Estadio Cuauhtémoc,Puebla,Clausura - 6,Puebla,Monterrey,True,False,1,0,1,0,1,0,0,0,0,0
Fernando Hernandez,2022-02-19,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 6,FC Juarez,Santos Laguna,False,False,0,0,0,0,0,0,0,0,0,0
Ismael López,2022-02-19,Estadio Caliente,Tijuana,Clausura - 6,Club Tijuana,Necaxa,False,False,1,1,0,0,1,1,0,0,0,0
Marco Ortíz,2022-02-20,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 6,Tigres UANL,Atletico San Luis,True,False,2,1,0,0,2,1,0,0,0,0
Diego Montaño,2022-02-20,Estadio Azteca,Ciudad de Mexico,Clausura - 6,Club America,Pachuca,False,True,1,3,0,2,1,3,0,0,0,0
Fernando Guerrero,2022-02-20,Estadio Nou Camp,Leon,Clausura - 6,Leon,Guadalajara Chivas,True,False,2,1,1,0,2,1,0,0,0,0
Luis Santander,2022-02-19,Estadio La Corregidora,Queretaro,Clausura - 6,Club Queretaro,Mazatlán,True,False,2,0,0,0,2,0,0,0,0,0
Jorge Perez,2022-02-21,Estadio Nemesio Díez,Toluca,Clausura - 6,Toluca,Cruz Azul,False,True,1,4,1,1,1,4,0,0,0,0
Daniel Quintero,2022-02-21,Estadio Jalisco,Guadalajara,Clausura - 6,Atlas,U.N.A.M. - Pumas,False,False,0,0,0,0,0,0,0,0,0,0
Ismael Lopez,2022-02-25,Estadio Hidalgo,Pachuca,Clausura - 7,Pachuca,Mazatlán,True,False,3,1,2,1,3,1,0,0,0,0
Oscar Mejia,2022-02-25,Estadio La Corregidora,Queretaro,Clausura - 7,Club Queretaro,Toluca,False,False,1,1,1,0,1,1,0,0,0,0
Oscar Macías,2022-02-26,Estadio Victoria,Aguascalientes,Clausura - 7,Necaxa,Leon,False,True,0,1,0,1,0,1,0,0,0,0
Jorge Perez,2022-02-26,Estadio Caliente,Tijuana,Clausura - 7,Club Tijuana,Atlas,True,False,2,0,2,0,2,0,0,0,0,0
Daniel Quintero,2022-02-26,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 7,FC Juarez,Tigres UANL,False,True,2,3,0,3,2,3,0,0,0,0
Diego Montaño,2022-02-27,Estadio BBVA,Monterrey,Clausura - 7,Monterrey,Atletico San Luis,False,True,0,2,0,1,0,2,0,0,0,0
Fernando Hernandez,2022-02-27,Estadio AKRON,Zapopan,Clausura - 7,Guadalajara Chivas,Puebla,False,True,2,3,2,0,2,3,0,0,0,0
