referee,date,venue_name,venue_city,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
Fernando Hernandez,2017-10-18,Estadio Volcan,Monterrey,Apertura - 10,Tigres UANL,Veracruz,True,False,1,0,1,0,1,0,0,0,0,0
Eduardo Galvan,2017-10-18,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 10,U.N.A.M. - Pumas,Leon,True,False,2,0,1,0,2,0,0,0,0,0
Jorge Rojas,2017-10-18,Estadio Jalisco,Guadalajara,Apertura - 10,Atlas,Monarcas,False,True,0,1,0,1,0,1,0,0,0,0
Paul Delgadillo,2017-10-19,Estadio TSM Corona,Torreón,Apertura - 10,Santos Laguna,Necaxa,True,False,3,2,2,0,3,2,0,0,0,0
Diego Montaño,2017-10-19,Estadio Miguel Hidalgo,Pachuca,Apertura - 10,Pachuca,Toluca,False,False,2,2,0,1,2,2,0,0,0,0
Cesar Ramos,2017-10-19,Estadio Cuauhtemoc,Puebla,Apertura - 10,Puebla,Monterrey,True,False,2,0,1,0,2,0,0,0,0,0
Francisco Chacon,2017-10-19,Estadio Azteca,Ciudad de Mexico,Apertura - 10,Club America,Guadalajara Chivas,True,False,2,1,0,0,2,1,0,0,0,0
Eduardo Galvan,2017-09-27,Estadio AKRON,Guadalajara,Apertura - 11,Guadalajara Chivas,Lobos Buap,False,True,1,2,0,1,1,2,0,0,0,0
Francisco Chacon,2017-09-27,Estadio Cuauhtemoc,Puebla,Apertura - 11,Puebla,Atlas,False,True,1,2,1,1,1,2,0,0,0,0
Roberto Garcia,2017-09-27,Estadio Luis Pirata Fuente,Veracruz,Apertura - 11,Veracruz,Monarcas,True,False,2,1,0,1,2,1,0,0,0,0
Cesar Ramos,2017-09-27,Estadio Caliente,Tijuana,Apertura - 11,Club Tijuana,Tigres UANL,False,True,0,1,0,0,0,1,0,0,0,0
Diego Montaño,2017-09-28,Estadio Nou Camp,Leon,Apertura - 11,Leon,Club America,True,False,2,1,0,0,2,1,0,0,0,0
Marco Ortíz,2017-09-28,Estadio Nemesio Diez,Toluca,Apertura - 11,Toluca,U.N.A.M. - Pumas,True,False,2,1,0,1,2,1,0,0,0,0
Fernando Guerrero,2017-09-28,Estadio Victoria,Aguascalientes,Apertura - 11,Necaxa,Club Queretaro,True,False,1,0,0,0,1,0,0,0,0,0
Jorge Rojas,2017-09-28,Estadio Miguel Hidalgo,Pachuca,Apertura - 11,Pachuca,Cruz Azul,True,False,4,0,2,0,4,0,0,0,0,0
Oscar Macías,2017-11-10,Estadio BBVA,Monterrey,Apertura - 11,Monterrey,Santos Laguna,False,False,1,1,1,1,1,1,0,0,0,0
Erick Miranda,2017-09-30,Estadio Jose Maria Morelos y Pavon,Morelia,Apertura - 12,Monarcas,Club Tijuana,True,False,3,0,1,0,3,0,0,0,0,0
Luis Santander,2017-09-30,Estadio Jalisco,Guadalajara,Apertura - 12,Atlas,Veracruz,True,False,2,0,0,0,2,0,0,0,0,0
Jorge Rojas,2017-09-30,Estadio Universitario BUAP,Puebla,Apertura - 12,Lobos Buap,Leon,False,True,0,3,0,3,0,3,0,0,0,0
Diego Montaño,2017-09-30,Estadio La Corregidora,Queretaro,Apertura - 12,Club Queretaro,Monterrey,False,False,2,2,1,0,2,2,0,0,0,0
Fernando Guerrero,2017-10-01,Estadio Volcan,Monterrey,Apertura - 12,Tigres UANL,Guadalajara Chivas,True,False,1,0,0,0,1,0,0,0,0,0
Francisco Chacon,2017-10-01,Estadio Miguel Hidalgo,Pachuca,Apertura - 12,Pachuca,Necaxa,False,False,0,0,0,0,0,0,0,0,0,0
Roberto Garcia,2017-10-01,Estadio Nemesio Diez,Toluca,Apertura - 12,Toluca,Club America,False,True,1,2,0,2,1,2,0,0,0,0
Cesar Ramos,2017-10-01,Estadio La Corregidora,Queretaro,Apertura - 12,U.N.A.M. - Pumas,Cruz Azul,False,True,1,4,1,1,1,4,0,0,0,0
Marco Ortíz,2017-10-01,Estadio TSM Corona,Torreón,Apertura - 12,Santos Laguna,Puebla,False,False,0,0,0,0,0,0,0,0,0,0
Cesar Ramos,2017-10-12,Estadio Nemesio Diez,Toluca,Apertura - 13,Toluca,Lobos Buap,True,False,3,1,1,0,3,1,0,0,0,0
Roberto Garcia,2017-10-14,Estadio Cuauhtemoc,Puebla,Apertura - 13,Puebla,Club Queretaro,False,False,2,2,1,0,2,2,0,0,0,0
Jorge Rojas,2017-10-14,Estadio Caliente,Tijuana,Apertura - 13,Club Tijuana,Veracruz,False,False,0,0,0,0,0,0,0,0,0,0
Paul Delgadillo,2017-10-14,Estadio Azul,Ciudad de Mexico,Apertura - 13,Cruz Azul,Club America,False,True,1,3,0,2,1,3,0,0,0,0
Eduardo Galvan,2017-10-15,Estadio BBVA,Monterrey,Apertura - 13,Monterrey,Pachuca,True,False,2,0,1,0,2,0,0,0,0,0
Francisco Chacon,2017-10-15,Estadio Nou Camp,Leon,Apertura - 13,Leon,Tigres UANL,True,False,1,0,0,0,1,0,0,0,0,0
Oscar Macías,2017-10-15,Estadio Victoria,Aguascalientes,Apertura - 13,Necaxa,U.N.A.M. - Pumas,False,False,0,0,0,0,0,0,0,0,0,0
Marco Ortíz,2017-10-15,Estadio AKRON,Guadalajara,Apertura - 13,Guadalajara Chivas,Monarcas,False,True,1,2,0,0,1,2,0,0,0,0
Erick Miranda,2017-10-15,Estadio TSM Corona,Torreón,Apertura - 13,Santos Laguna,Atlas,False,True,0,1,0,0,0,1,0,0,0,0
Jose Penaloza,2017-10-21,Estadio Jose Maria Morelos y Pavon,Morelia,Apertura - 14,Monarcas,Leon,False,False,0,0,0,0,0,0,0,0,0,0
Fernando Guerrero,2017-10-21,Estadio Jalisco,Guadalajara,Apertura - 14,Atlas,Club Tijuana,True,False,1,0,0,0,1,0,0,0,0,0
Diego Montaño,2017-10-21,Estadio Universitario BUAP,Puebla,Apertura - 14,Lobos Buap,Cruz Azul,True,False,3,0,2,0,3,0,0,0,0,0
Cesar Ramos,2017-10-21,Estadio La Corregidora,Queretaro,Apertura - 14,Club Queretaro,Santos Laguna,False,True,1,2,1,2,1,2,0,0,0,0
Jorge Rojas,2017-10-22,Estadio Volcan,Monterrey,Apertura - 14,Tigres UANL,Toluca,True,False,3,0,1,0,3,0,0,0,0,0
Jorge Perez,2017-10-22,Estadio Miguel Hidalgo,Pachuca,Apertura - 14,Pachuca,Puebla,True,False,1,0,1,0,1,0,0,0,0,0
Luis Santander,2017-10-22,Estadio Azteca,Ciudad de Mexico,Apertura - 14,Club America,Necaxa,False,True,0,1,0,0,0,1,0,0,0,0
Francisco Chacon,2017-10-22,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 14,U.N.A.M. - Pumas,Monterrey,False,True,0,1,0,0,0,1,0,0,0,0
Paul Delgadillo,2017-10-23,Estadio Luis Pirata Fuente,Veracruz,Apertura - 14,Veracruz,Guadalajara Chivas,False,True,2,3,0,2,2,3,0,0,0,0
Adonai Escobedo,2017-10-28,Estadio Cuauhtemoc,Puebla,Apertura - 15,Puebla,U.N.A.M. - Pumas,True,False,3,0,1,0,3,0,0,0,0,0
Roberto Garcia,2017-10-28,Estadio Azul,Ciudad de Mexico,Apertura - 15,Cruz Azul,Tigres UANL,False,True,1,2,1,1,1,2,0,0,0,0
Oscar Macías,2017-10-28,Estadio La Corregidora,Queretaro,Apertura - 15,Club Queretaro,Atlas,False,False,2,2,2,1,2,2,0,0,0,0
Jorge Rojas,2017-10-29,Estadio BBVA,Monterrey,Apertura - 15,Monterrey,Club America,True,False,2,0,2,0,2,0,0,0,0,0
Cesar Ramos,2017-10-29,Estadio Nou Camp,Leon,Apertura - 15,Leon,Veracruz,True,False,6,2,2,1,6,2,0,0,0,0
Jorge Perez,2017-10-29,Estadio Victoria,Aguascalientes,Apertura - 15,Necaxa,Lobos Buap,True,False,5,0,3,0,5,0,0,0,0,0
Fernando Hernandez,2017-10-29,Estadio AKRON,Guadalajara,Apertura - 15,Guadalajara Chivas,Club Tijuana,True,False,3,1,2,1,3,1,0,0,0,0
Francisco Chacon,2017-10-29,Estadio Nemesio Diez,Toluca,Apertura - 15,Toluca,Monarcas,False,True,0,1,0,0,0,1,0,0,0,0
Marco Ortíz,2017-10-30,Estadio TSM Corona,Torreón,Apertura - 15,Santos Laguna,Pachuca,False,False,2,2,1,2,2,2,0,0,0,0
Fernando Hernandez,2017-11-04,Estadio Jose Maria Morelos y Pavon,Morelia,Apertura - 16,Monarcas,Cruz Azul,False,True,1,2,0,2,1,2,0,0,0,0
Oscar Macías,2017-11-04,Estadio Caliente,Tijuana,Apertura - 16,Club Tijuana,Leon,True,False,2,1,0,1,2,1,0,0,0,0
Paul Delgadillo,2017-11-04,Estadio Universitario BUAP,Puebla,Apertura - 16,Lobos Buap,Monterrey,True,False,2,1,1,1,2,1,0,0,0,0
Francisco Chacon,2017-11-05,Estadio Miguel Hidalgo,Pachuca,Apertura - 16,Pachuca,Club Queretaro,False,True,0,1,0,0,0,1,0,0,0,0
Fernando Guerrero,2017-11-05,Estadio Azteca,Ciudad de Mexico,Apertura - 16,Club America,Puebla,False,False,1,1,1,0,1,1,0,0,0,0
Jorge Rojas,2017-11-05,Estadio AKRON,Guadalajara,Apertura - 16,Guadalajara Chivas,Atlas,False,True,1,2,0,1,1,2,0,0,0,0
Luis Santander,2017-11-05,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 16,U.N.A.M. - Pumas,Santos Laguna,False,False,2,2,0,0,2,2,0,0,0,0
Adonai Escobedo,2017-11-06,Estadio Volcan,Monterrey,Apertura - 16,Tigres UANL,Necaxa,True,False,1,0,0,0,1,0,0,0,0,0
Marco Ortíz,2017-11-06,Estadio Luis Pirata Fuente,Veracruz,Apertura - 16,Veracruz,Toluca,False,True,0,1,0,0,0,1,0,0,0,0
Jorge Rojas,2017-11-18,Estadio Cuauhtemoc,Puebla,Apertura - 17,Puebla,Lobos Buap,False,True,0,1,0,0,0,1,0,0,0,0
Fernando Hernandez,2017-11-18,Estadio Jalisco,Guadalajara,Apertura - 17,Atlas,Pachuca,False,False,1,1,1,0,1,1,0,0,0,0
Oscar Macías,2017-11-18,Estadio Azul,Ciudad de Mexico,Apertura - 17,Cruz Azul,Veracruz,True,False,1,0,0,0,1,0,0,0,0,0
Jorge Perez,2017-11-18,Estadio La Corregidora,Queretaro,Apertura - 17,Club Queretaro,U.N.A.M. - Pumas,False,False,1,1,1,1,1,1,0,0,0,0
Cesar Ramos,2017-11-19,Estadio BBVA,Monterrey,Apertura - 17,Monterrey,Tigres UANL,True,False,2,0,0,0,2,0,0,0,0,0
Adonai Escobedo,2017-11-19,Estadio Nou Camp,Leon,Apertura - 17,Leon,Guadalajara Chivas,False,True,0,2,0,0,0,2,0,0,0,0
Fernando Guerrero,2017-11-19,Estadio Victoria,Aguascalientes,Apertura - 17,Necaxa,Monarcas,False,True,1,2,0,2,1,2,0,0,0,0
Luis Santander,2017-11-19,Estadio Nemesio Diez,Toluca,Apertura - 17,Toluca,Club Tijuana,True,False,3,1,2,0,3,1,0,0,0,0
Diego Montaño,2017-11-20,Estadio TSM Corona,Torreón,Apertura - 17,Santos Laguna,Club America,False,True,0,1,0,0,0,1,0,0,0,0
Luis Santander,2019-07-20,Estadio Cuauhtémoc,Puebla,Apertura - 1,Puebla,Club Tijuana,False,True,1,3,1,1,1,3,0,0,0,0
Jose Penaloza,2019-07-20,Estadio Jalisco,Guadalajara,Apertura - 1,Atlas,FC Juarez,True,False,1,0,0,0,1,0,0,0,0,0
Diego Montaño,2019-07-20,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 1,Atletico San Luis,U.N.A.M. - Pumas,False,True,0,2,0,0,0,2,0,0,0,0
Adonai Escobedo,2019-07-20,Estadio Hidalgo,Pachuca,Apertura - 1,Pachuca,Leon,False,True,1,3,0,2,1,3,0,0,0,0
Roberto Garcia,2019-07-21,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 1,Tigres UANL,Monarcas,True,False,4,2,3,0,4,2,0,0,0,0
Cesar Ramos,2019-07-21,Estadio Azteca,Ciudad de Mexico,Apertura - 1,Club America,Monterrey,True,False,4,2,2,2,4,2,0,0,0,0
Jorge Perez,2019-07-21,Estadio Victoria,Aguascalientes,Apertura - 1,Necaxa,Cruz Azul,False,False,0,0,0,0,0,0,0,0,0,0
Marco Ortíz,2019-07-21,Estadio Nemesio Díez,Toluca,Apertura - 1,Toluca,Club Queretaro,False,True,0,2,0,0,0,2,0,0,0,0
Jorge Rojas,2019-07-21,Estadio TSM Corona,Torreón,Apertura - 1,Santos Laguna,Guadalajara Chivas,True,False,3,0,1,0,3,0,0,0,0,0
Oscar Mejia,2019-07-27,Estadio Morelos,Morelia,Apertura - 2,Monarcas,Atlas,False,True,0,1,0,0,0,1,0,0,0,0
Fernando Hernandez,2019-07-27,Estadio Luis Pirata Fuente,Veracruz,Apertura - 2,Veracruz,Pachuca,False,False,3,3,2,1,3,3,0,0,0,0
Roberto Garcia,2019-07-28,Estadio Nou Camp,Leon,Apertura - 2,Leon,Club America,False,False,0,0,0,0,0,0,0,0,0,0
Adonai Escobedo,2019-07-28,Estadio Caliente,Tijuana,Apertura - 2,Club Tijuana,Club Queretaro,False,False,1,1,1,0,1,1,0,0,0,0
Diego Montaño,2019-07-28,Estadio Azteca,Ciudad de Mexico,Apertura - 2,Cruz Azul,Toluca,False,False,1,1,0,0,1,1,0,0,0,0
Eduardo Galvan,2019-07-28,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 2,U.N.A.M. - Pumas,Necaxa,True,False,2,0,1,0,2,0,0,0,0,0
Jose Penaloza,2019-07-28,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 2,Atletico San Luis,Monterrey,True,False,1,0,1,0,1,0,0,0,0,0
Erick Miranda,2019-07-28,Estadio TSM Corona,Torreón,Apertura - 2,Santos Laguna,FC Juarez,True,False,3,0,0,0,3,0,0,0,0,0
Oscar Macías,2019-07-29,Estadio AKRON,Zapopan,Apertura - 2,Guadalajara Chivas,Tigres UANL,True,False,2,0,1,0,2,0,0,0,0,0
Marco Ortíz,2019-08-03,Estadio Cuauhtémoc,Puebla,Apertura - 3,Puebla,Guadalajara Chivas,False,False,1,1,1,1,1,1,0,0,0,0
Adonai Escobedo,2019-08-03,Estadio Jalisco,Guadalajara,Apertura - 3,Atlas,Santos Laguna,False,True,1,2,0,1,1,2,0,0,0,0
Oscar Mejia,2019-08-03,Estadio La Corregidora,Queretaro,Apertura - 3,Club Queretaro,Cruz Azul,True,False,3,0,1,0,3,0,0,0,0,0
Eduardo Galvan,2019-08-04,Estadio Azteca,Ciudad de Mexico,Apertura - 3,Club America,Club Tijuana,True,False,3,1,0,0,3,1,0,0,0,0
Erick Miranda,2019-08-04,Estadio Hidalgo,Pachuca,Apertura - 3,Pachuca,Monarcas,False,True,1,2,0,1,1,2,0,0,0,0
Diego Montaño,2019-08-04,Estadio BBVA,Monterrey,Apertura - 3,Monterrey,Leon,True,False,3,2,1,2,3,2,0,0,0,0
Luis Santander,2019-08-04,Estadio Victoria,Aguascalientes,Apertura - 3,Necaxa,Veracruz,True,False,7,0,1,0,7,0,0,0,0,0
Jose Penaloza,2019-08-04,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 3,U.N.A.M. - Pumas,Tigres UANL,False,True,0,1,0,0,0,1,0,0,0,0
Fernando Hernandez,2019-08-05,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 3,FC Juarez,Toluca,True,False,2,0,1,0,2,0,0,0,0,0
Luis Santander,2019-08-10,Estadio Morelos,Morelia,Apertura - 4,Monarcas,Monterrey,False,True,0,1,0,0,0,1,0,0,0,0
Marco Ortíz,2019-08-10,Estadio Caliente,Tijuana,Apertura - 4,Club Tijuana,U.N.A.M. - Pumas,True,False,1,0,1,0,1,0,0,0,0,0
Cesar Ramos,2019-08-10,Estadio Luis Pirata Fuente,Veracruz,Apertura - 4,Veracruz,Atlas,False,True,1,2,1,0,1,2,0,0,0,0
Jorge Perez,2019-08-10,Estadio La Corregidora,Queretaro,Apertura - 4,Club Queretaro,Pachuca,True,False,2,1,0,1,2,1,0,0,0,0
Eduardo Galvan,2019-08-10,Estadio Azteca,Ciudad de Mexico,Apertura - 4,Cruz Azul,FC Juarez,True,False,2,0,0,0,2,0,0,0,0,0
Oscar Mejia,2019-08-11,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 4,Tigres UANL,Necaxa,True,False,3,1,3,1,3,1,0,0,0,0
Fernando Hernandez,2019-08-11,Estadio AKRON,Zapopan,Apertura - 4,Guadalajara Chivas,Atletico San Luis,True,False,3,0,1,0,3,0,0,0,0,0
Jorge Rojas,2019-08-11,Estadio Nemesio Díez,Toluca,Apertura - 4,Toluca,Club America,False,True,0,1,0,0,0,1,0,0,0,0
Diego Montaño,2019-08-11,Estadio TSM Corona,Torreón,Apertura - 4,Santos Laguna,Puebla,True,False,4,1,2,1,4,1,0,0,0,0
Oscar Macías,2019-08-17,Estadio Cuauhtémoc,Puebla,Apertura - 5,Puebla,Pachuca,False,True,0,4,0,2,0,4,0,0,0,0
Diego Montaño,2019-08-17,Estadio Jalisco,Guadalajara,Apertura - 5,Atlas,Cruz Azul,False,True,1,3,0,2,1,3,0,0,0,0
Erick Miranda,2019-08-17,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 5,Atletico San Luis,Tigres UANL,False,False,1,1,0,0,1,1,0,0,0,0
Jorge Rojas,2019-08-18,Estadio Nou Camp,Leon,Apertura - 5,Leon,Guadalajara Chivas,True,False,4,3,2,1,4,3,0,0,0,0
Fernando Hernandez,2019-08-18,Estadio Azteca,Ciudad de Mexico,Apertura - 5,Club America,Monarcas,True,False,1,0,0,0,1,0,0,0,0,0
Oscar Mejia,2019-08-18,Estadio BBVA,Monterrey,Apertura - 5,Monterrey,Toluca,True,False,2,0,1,0,2,0,0,0,0,0
Roberto Garcia,2019-08-18,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 5,U.N.A.M. - Pumas,Veracruz,True,False,2,0,0,0,2,0,0,0,0,0
Alejandro Funk,2019-08-18,Estadio Victoria,Aguascalientes,Apertura - 5,Necaxa,Santos Laguna,True,False,3,0,0,0,3,0,0,0,0,0
Luis Santander,2019-08-19,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 5,FC Juarez,Club Queretaro,False,True,0,2,0,0,0,2,0,0,0,0
Jorge Rojas,2019-08-24,Estadio Luis Pirata Fuente,Veracruz,Apertura - 6,Veracruz,Atletico San Luis,False,True,1,2,1,1,1,2,0,0,0,0
Jorge Perez,2019-08-24,Estadio Morelos,Morelia,Apertura - 6,Monarcas,U.N.A.M. - Pumas,True,False,2,0,1,0,2,0,0,0,0,0
Fernando Hernandez,2019-08-24,Estadio TSM Corona,Torreón,Apertura - 6,Santos Laguna,Monterrey,True,False,2,1,2,0,2,1,0,0,0,0
Adonai Escobedo,2019-08-24,Estadio La Corregidora,Queretaro,Apertura - 6,Club Queretaro,Leon,False,True,0,4,0,1,0,4,0,0,0,0
Oscar Mejia,2019-08-25,Estadio Hidalgo,Pachuca,Apertura - 6,Pachuca,Atlas,True,False,3,1,2,0,3,1,0,0,0,0
Erick Miranda,2019-08-25,Estadio Azteca,Ciudad de Mexico,Apertura - 6,Cruz Azul,Puebla,False,False,1,1,0,0,1,1,0,0,0,0
Fernando Guerrero,2019-08-25,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 6,Tigres UANL,Club America,False,False,1,1,1,0,1,1,0,0,0,0
Luis Santander,2019-08-25,Estadio Nemesio Díez,Toluca,Apertura - 6,Toluca,Club Tijuana,True,False,2,0,1,0,2,0,0,0,0,0
Roberto Garcia,2019-08-25,Estadio AKRON,Zapopan,Apertura - 6,Guadalajara Chivas,Necaxa,False,True,1,2,0,2,1,2,0,0,0,0
Fernando Guerrero,2019-08-28,Estadio Luis Pirata Fuente,Veracruz,Apertura - 7,Veracruz,Club Queretaro,False,True,0,5,0,3,0,5,0,0,0,0
Marco Ortíz,2019-08-28,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 7,Atletico San Luis,Monarcas,False,False,1,1,1,0,1,1,0,0,0,0
Fernando Hernandez,2019-08-28,Estadio Jalisco,Guadalajara,Apertura - 7,Atlas,Tigres UANL,False,False,1,1,0,0,1,1,0,0,0,0
Erick Miranda,2019-08-28,Estadio Azteca,Ciudad de Mexico,Apertura - 7,Club America,Pachuca,False,False,1,1,0,0,1,1,0,0,0,0
Luis Santander,2019-08-29,Estadio Nou Camp,Leon,Apertura - 7,Leon,Santos Laguna,False,False,2,2,1,1,2,2,0,0,0,0
Jose Penaloza,2019-08-29,Estadio Caliente,Tijuana,Apertura - 7,Club Tijuana,Cruz Azul,True,False,3,2,1,2,3,2,0,0,0,0
Cesar Ramos,2019-08-29,Estadio Victoria,Aguascalientes,Apertura - 7,Necaxa,Toluca,False,False,1,1,1,1,1,1,0,0,0,0
Oscar Mejia,2019-08-30,Estadio Cuauhtémoc,Puebla,Apertura - 7,Puebla,FC Juarez,True,False,2,1,0,1,2,1,0,0,0,0
Diego Montaño,2019-08-30,Estadio BBVA,Monterrey,Apertura - 7,Monterrey,U.N.A.M. - Pumas,True,False,2,0,1,0,2,0,0,0,0,0
Erick Miranda,2019-08-31,Estadio Morelos,Morelia,Apertura - 8,Monarcas,Veracruz,True,False,1,0,0,0,1,0,0,0,0,0
Roberto Garcia,2019-08-31,Estadio Jalisco,Guadalajara,Apertura - 8,Atlas,Club America,True,False,3,0,1,0,3,0,0,0,0,0
Jorge Perez,2019-08-31,Estadio Victoria,Aguascalientes,Apertura - 8,Necaxa,Club Tijuana,True,False,3,2,1,2,3,2,0,0,0,0
Cesar Ramos,2019-09-01,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 8,Tigres UANL,Leon,False,False,1,1,0,1,1,1,0,0,0,0
Luis Santander,2019-09-01,Estadio Hidalgo,Pachuca,Apertura - 8,Pachuca,Atletico San Luis,False,True,0,2,0,0,0,2,0,0,0,0
Fernando Guerrero,2019-09-01,Estadio Azteca,Ciudad de Mexico,Apertura - 8,Cruz Azul,Guadalajara Chivas,False,False,1,1,1,1,1,1,0,0,0,0
Fernando Hernandez,2019-09-01,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 8,U.N.A.M. - Pumas,Toluca,True,False,2,1,0,0,2,1,0,0,0,0
Marco Ortíz,2019-09-01,Estadio La Corregidora,Queretaro,Apertura - 8,Club Queretaro,Puebla,False,False,1,1,1,0,1,1,0,0,0,0
Jose Penaloza,2019-09-02,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 8,FC Juarez,Monterrey,True,False,1,0,1,0,1,0,0,0,0,0
Jose Penaloza,2019-09-14,Estadio Cuauhtémoc,Puebla,Apertura - 9,Puebla,Atletico San Luis,False,True,1,3,1,2,1,3,0,0,0,0
Diego Montaño,2019-09-14,Estadio Caliente,Tijuana,Apertura - 9,Club Tijuana,Tigres UANL,False,False,1,1,0,1,1,1,0,0,0,0
Roberto Garcia,2019-09-14,Estadio Luis Pirata Fuente,Veracruz,Apertura - 9,Veracruz,Cruz Azul,False,False,0,0,0,0,0,0,0,0,0,0
Luis Santander,2019-09-14,Estadio BBVA,Monterrey,Apertura - 9,Monterrey,Necaxa,False,True,0,2,0,1,0,2,0,0,0,0
Fernando Hernandez,2019-09-15,Estadio Nou Camp,Leon,Apertura - 9,Leon,FC Juarez,True,False,3,1,0,1,3,1,0,0,0,0
Cesar Ramos,2019-09-15,Estadio AKRON,Zapopan,Apertura - 9,Guadalajara Chivas,Atlas,True,False,1,0,0,0,1,0,0,0,0,0
Fernando Guerrero,2019-09-15,Estadio Nemesio Díez,Toluca,Apertura - 9,Toluca,Monarcas,False,True,0,2,0,0,0,2,0,0,0,0
Oscar Mejia,2019-09-15,Estadio TSM Corona,Torreón,Apertura - 9,Santos Laguna,Pachuca,False,False,2,2,1,2,2,2,0,0,0,0
Marco Ortíz,2019-09-15,Estadio Azteca,Ciudad de Mexico,Apertura - 9,Club America,U.N.A.M. - Pumas,False,False,1,1,0,0,1,1,0,0,0,0
Oscar Mejia,2019-09-21,Estadio Morelos,Morelia,Apertura - 10,Monarcas,Guadalajara Chivas,True,False,1,0,1,0,1,0,0,0,0,0
Jorge Rojas,2019-09-21,Estadio Jalisco,Guadalajara,Apertura - 10,Atlas,Toluca,False,True,0,1,0,1,0,1,0,0,0,0
Roberto Garcia,2019-09-21,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 10,Atletico San Luis,Santos Laguna,False,True,2,3,2,2,2,3,0,0,0,0
Jose Penaloza,2019-09-21,Estadio Victoria,Aguascalientes,Apertura - 10,Necaxa,Leon,False,True,2,4,0,1,2,4,0,0,0,0
Fernando Hernandez,2019-09-21,Estadio BBVA,Monterrey,Apertura - 10,Monterrey,Puebla,True,False,3,2,2,0,3,2,0,0,0,0
Fernando Guerrero,2019-09-22,Estadio Hidalgo,Pachuca,Apertura - 10,Pachuca,Club Tijuana,True,False,4,1,3,0,4,1,0,0,0,0
Luis Santander,2019-09-22,Estadio Azteca,Ciudad de Mexico,Apertura - 10,Club America,Club Queretaro,False,False,2,2,1,1,2,2,0,0,0,0
Cesar Ramos,2019-09-22,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 10,U.N.A.M. - Pumas,Cruz Azul,False,False,1,1,0,0,1,1,0,0,0,0
Marco Ortíz,2019-09-23,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 10,FC Juarez,Veracruz,True,False,2,0,2,0,2,0,0,0,0,0
Fernando Hernandez,2019-09-25,Estadio La Corregidora,Queretaro,Apertura - 11,Club Queretaro,Necaxa,False,True,1,2,0,0,1,2,0,0,0,0
Fernando Guerrero,2019-09-25,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 11,Tigres UANL,Puebla,False,True,0,1,0,0,0,1,0,0,0,0
Jose Penaloza,2019-09-25,Estadio AKRON,Zapopan,Apertura - 11,Guadalajara Chivas,Pachuca,False,True,2,4,1,1,2,4,0,0,0,0
Luis Santander,2019-09-25,Estadio Nou Camp,Leon,Apertura - 11,Leon,Atlas,False,False,1,1,0,1,1,1,0,0,0,0
Oscar Mejia,2019-09-26,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 11,FC Juarez,Club America,False,False,1,1,1,0,1,1,0,0,0,0
Diego Montaño,2019-09-26,Estadio TSM Corona,Torreón,Apertura - 11,Santos Laguna,Veracruz,True,False,5,0,1,0,5,0,0,0,0,0
Roberto Garcia,2019-09-26,Estadio Caliente,Tijuana,Apertura - 11,Club Tijuana,Monarcas,True,False,3,2,2,1,3,2,0,0,0,0
Jorge Rojas,2019-09-26,Estadio Azteca,Ciudad de Mexico,Apertura - 11,Cruz Azul,Monterrey,False,False,1,1,0,0,1,1,0,0,0,0
Cesar Ramos,2019-09-27,Estadio Nemesio Díez,Toluca,Apertura - 11,Toluca,Atletico San Luis,True,False,3,1,1,0,3,1,0,0,0,0
Jorge Perez,2019-09-28,Estadio Cuauhtémoc,Puebla,Apertura - 12,Puebla,Leon,True,False,2,1,1,0,2,1,0,0,0,0
Jose Penaloza,2019-09-28,Estadio Jalisco,Guadalajara,Apertura - 12,Atlas,Club Queretaro,True,False,2,0,1,0,2,0,0,0,0,0
Adonai Escobedo,2019-09-28,Estadio Hidalgo,Pachuca,Apertura - 12,Pachuca,Cruz Azul,True,False,2,0,1,0,2,0,0,0,0,0
